precision,recall,f1-score,support
0.0,0.0,0.0,120.0
0.0,0.0,0.0,120.0
0.0,0.0,0.0,120.0
0.0,0.0,0.0,120.0
0.16666666666666666,1.0,0.2857142857142857,120.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,120.0
0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.023809523809523808,0.14285714285714285,0.04081632653061224,720.0
0.027777777777777776,0.16666666666666666,0.047619047619047616,720.0
